Differences in Semantics of ZAI and ZHENGZAI,,,,,
Verbs,Situation Type,ZAI,ZHENGZAI,[+Durative/-Durative],[+Dynamic/-Dynamic]
照顾志刚,Activity,1,0,[+Durative],[+Dynamic]
照镜子,Activity,1,0,[+Durative],[+Dynamic]
折磨胡浩,Activity,1,0,[+Durative],[+Dynamic]
折磨他,Activity,3,0,[+Durative],[+Dynamic]
折磨她,Activity,1,0,[+Durative],[+Dynamic]
折磨我,Activity,1,0,[+Durative],[+Dynamic]
折腾,Activity,1,0,[+Durative],[+Dynamic]
怎样虐待马来亚人民和华侨,State,0,1,[+Durative],[-Dynamic]
着急,State,0,1,[+Durative],[-Dynamic]
镇压阿富汗人,Activity,0,1,[+Durative],[+Dynamic]
镇压刚果人民,Activity,1,0,[+Durative],[+Dynamic]
争,Activity,1,0,[+Durative],[+Dynamic]
争吵,Activity,2,3,[+Durative],[+Dynamic]
争吵轿价,Activity,1,0,[+Durative],[+Dynamic]
争夺“话语权”,Activity,1,0,[+Durative],[+Dynamic]
争夺地盘,Activity,1,0,[+Durative],[+Dynamic]
争夺矿产资源,Activity,1,0,[+Durative],[+Dynamic]
争夺市场,Activity,1,0,[+Durative],[+Dynamic]
争夺这几秒,Activity,1,0,[+Durative],[+Dynamic]
争夺中原,Activity,1,0,[+Durative],[+Dynamic]
争论,Activity,7,2,[+Durative],[+Dynamic]
争论巩俐和刘晓庆到底谁更漂亮,Activity,1,0,[+Durative],[+Dynamic]
争论究竟那种正确,Activity,1,0,[+Durative],[+Dynamic]
争论你是否该进NBA,Activity,1,0,[+Durative],[+Dynamic]
争论一件事情,Activity,1,0,[+Durative],[+Dynamic]
争抢鱼食,Activity,1,0,[+Durative],[+Dynamic]
争取,Activity,1,1,[+Durative],[+Dynamic]
争取喘息机会,Activity,1,0,[+Durative],[+Dynamic]
争取喘息时间,Activity,0,1,[+Durative],[+Dynamic]
争取和平,Activity,1,0,[+Durative],[+Dynamic]
争取和平解放台湾,Activity,0,1,[+Durative],[+Dynamic]
争取尽力改进和精简国家机关以及保证最严格地遵守法制,Activity,1,0,[+Durative],[+Dynamic]
争取进步联盟,Activity,1,0,[+Durative],[+Dynamic]
争取美好的前程,Activity,1,0,[+Durative],[+Dynamic]
争取民族解放和阶级解放,Activity,1,0,[+Durative],[+Dynamic]
争取入党,Activity,0,1,[+Durative],[+Dynamic]
争取申请国家项目的试点,Activity,0,1,[+Durative],[+Dynamic]
争取提前和超额完成第一个五年计划,Activity,1,0,[+Durative],[+Dynamic]
争取在雨季之前稳定地控制全柬埔寨,Activity,0,1,[+Durative],[+Dynamic]
争议研究与证明和直觉式的“知道”,Activity,1,0,[+Durative],[+Dynamic]
征求会员,Activity,0,1,[+Durative],[+Dynamic]
征求意见,Activity,2,0,[+Durative],[+Dynamic]
征求有关部门和各地区的意见,Activity,0,1,[+Durative],[+Dynamic]
挣扎,Activity,24,4,[+Durative],[+Dynamic]
挣扎出来,Activity,0,1,[+Durative],[+Dynamic]
挣扎于问题丛脞中,Activity,0,1,[+Durative],[+Dynamic]
蒸蛋,Activity,0,1,[+Durative],[+Dynamic]
蒸发出来,Transition,0,1,[+Durative],[+Dynamic]
蒸干粮,Activity,0,1,[+Durative],[+Dynamic]
蒸馍,Activity,0,1,[+Durative],[+Dynamic]
蒸气,Activity,1,0,[+Durative],[+Dynamic]
蒸桑拿,Activity,1,0,[+Durative],[+Dynamic]
整顿地方武装,Activity,0,1,[+Durative],[+Dynamic]
整顿秩序,Activity,0,1,[+Durative],[+Dynamic]
整理,Activity,1,0,[+Durative],[+Dynamic]
整理、分析今年的小麦资料,Activity,0,1,[+Durative],[+Dynamic]
整理被搞乱的本册信笺,Activity,1,0,[+Durative],[+Dynamic]
整理冰箱,Activity,1,0,[+Durative],[+Dynamic]
整理财政,Activity,1,0,[+Durative],[+Dynamic]
整理救护箱,Activity,0,1,[+Durative],[+Dynamic]
整理你的东西,Activity,1,0,[+Durative],[+Dynamic]
整理瓶口几枝山茶的红花绿叶,Activity,1,0,[+Durative],[+Dynamic]
整理她的书桌,Activity,1,0,[+Durative],[+Dynamic]
整理厅堂,Activity,0,1,[+Durative],[+Dynamic]
整理文件,Activity,1,0,[+Durative],[+Dynamic]
整理我的小说,Activity,1,0,[+Durative],[+Dynamic]
整理箱子,Activity,0,1,[+Durative],[+Dynamic]
整理向大会提交的提案,Activity,1,0,[+Durative],[+Dynamic]
整理徐志摩的遗作,Activity,0,1,[+Durative],[+Dynamic]
整理研究我国已故的杰出京剧表演艺术家周信芳和盖叫天在长期的艺术实践中各自形成的麒派和盖派表演艺术,Activity,0,1,[+Durative],[+Dynamic]
整理遗体,Activity,1,0,[+Durative],[+Dynamic]
整理自己的头发,Activity,0,1,[+Durative],[+Dynamic]
利用柬埔寨叛乱分子,Activity,0,1,[+Durative],[+Dynamic]
支持埃及人民为要求英法侵略军队撤出埃及领土和尊重埃及在苏伊士运河的主权而进行的正义斗争,Activity,0,1,[+Durative],[+Dynamic]
支持国家发挥它的潜力,Activity,1,0,[+Durative],[+Dynamic]
支持叛军垂死挣扎,Activity,1,0,[+Durative],[+Dynamic]
支持叛乱分子,Activity,0,1,[+Durative],[+Dynamic]
支持他,Activity,1,0,[+Durative],[+Dynamic]
支持他们,Activity,1,0,[+Durative],[+Dynamic]
着想,State,1,0,[+Durative],[-Dynamic]
支配,State,1,0,[+Durative],[-Dynamic]
织鱼网,Activity,1,0,[+Durative],[+Dynamic]
执行,Activity,1,1,[+Durative],[+Dynamic]
执行跟踪,Activity,0,1,[+Durative],[+Dynamic]
执行解放军的命令,Activity,0,1,[+Durative],[+Dynamic]
执行命令,Activity,1,1,[+Durative],[+Dynamic]
执行某种任务不能按时退伍,Activity,0,1,[+Durative],[+Dynamic]
执行潜伏任务,Activity,0,1,[+Durative],[+Dynamic]
执行所司,Activity,1,0,[+Durative],[+Dynamic]
执行一项保密任务,Activity,0,1,[+Durative],[+Dynamic]
执行一项长期计划,Activity,0,1,[+Durative],[+Dynamic]
执行这个恶毒阴谋,Activity,1,0,[+Durative],[+Dynamic]
执行这任务,Activity,0,1,[+Durative],[+Dynamic]
指导纪检监察工作,Activity,0,1,[+Durative],[+Dynamic]
指导艰苦的战斗,Activity,0,1,[+Durative],[+Dynamic]
指导试点企业有序实施,Activity,0,1,[+Durative],[+Dynamic]
指导乡人,Activity,1,0,[+Durative],[+Dynamic]
指导自己的思想、学习和工作,Activity,1,0,[+Durative],[+Dynamic]
指挥,Activity,5,0,[+Durative],[+Dynamic]
指挥捕食和逃跑,Activity,1,0,[+Durative],[+Dynamic]
指挥操练,Activity,0,1,[+Durative],[+Dynamic]
指挥操演阵法,Activity,0,1,[+Durative],[+Dynamic]
指挥操纵,Activity,1,0,[+Durative],[+Dynamic]
指挥攻击,Activity,0,1,[+Durative],[+Dynamic]
指挥几个人一起抢抄一份“险报”,Activity,1,0,[+Durative],[+Dynamic]
指挥开炮,Activity,0,1,[+Durative],[+Dynamic]
指挥排除第八、九号墩子底下的定时炸弹，,Activity,0,1,[+Durative],[+Dynamic]
指挥骑兵变化队形,Activity,0,1,[+Durative],[+Dynamic]
指挥同学们演出,Activity,1,0,[+Durative],[+Dynamic]
指挥土匪,Activity,1,0,[+Durative],[+Dynamic]
指挥我们战斗、学习,Activity,1,0,[+Durative],[+Dynamic]
指挥越南部队侵略柬埔寨,Activity,1,0,[+Durative],[+Dynamic]
指挥作战的光景,Activity,1,0,[+Durative],[+Dynamic]
指路,Activity,0,1,[+Durative],[+Dynamic]
知道特鲁多总裁是带着一张大得吓人的订单而,State,1,0,[+Durative],[-Dynamic]
指维德,Activity,1,0,[+Durative],[+Dynamic]
制定,Activity,0,2,[+Durative],[+Dynamic]
制定从现在到一九八五年的全国哲学社会科学发展规划,Activity,0,1,[+Durative],[+Dynamic]
制定发展埃及经济的计划,Activity,0,1,[+Durative],[+Dynamic]
制定发展太空技术的计划,Activity,0,1,[+Durative],[+Dynamic]
制定法令,Activity,0,1,[+Durative],[+Dynamic]
制定工作规划,Activity,0,1,[+Durative],[+Dynamic]
制定全方位的水果市场开拓战略规划,Activity,0,1,[+Durative],[+Dynamic]
制定我国国民经济和社会发展的跨世纪蓝图,Activity,0,1,[+Durative],[+Dynamic]
制定相关法规,Activity,0,1,[+Durative],[+Dynamic]
制定行业准入条件,Activity,0,1,[+Durative],[+Dynamic]
制定一个新的经济计划,Activity,0,1,[+Durative],[+Dynamic]
制定预算,Activity,1,0,[+Durative],[+Dynamic]
制定资本主义欧洲的政策,Activity,1,0,[+Durative],[+Dynamic]
制造,Activity,1,2,[+Durative],[+Dynamic]
制造第十台三十三万千瓦汽轮发电机,Activity,0,1,[+Durative],[+Dynamic]
制造法律,Activity,1,0,[+Durative],[+Dynamic]
制造分裂,Activity,1,0,[+Durative],[+Dynamic]
制造各种计划,Activity,0,1,[+Durative],[+Dynamic]
制造核武器,Activity,0,1,[+Durative],[+Dynamic]
制造紧张气氛,Activity,1,0,[+Durative],[+Dynamic]
制造口实,Activity,0,1,[+Durative],[+Dynamic]
制造逆流,Activity,1,0,[+Durative],[+Dynamic]
制造战争,Activity,1,0,[+Durative],[+Dynamic]
制造障碍,Activity,2,0,[+Durative],[+Dynamic]
治,Activity,1,1,[+Durative],[+Dynamic]
治病,Activity,1,0,[+Durative],[+Dynamic]
治疗,Activity,0,2,[+Durative],[+Dynamic]
种,Activity,1,0,[+Durative],[+Dynamic]
种好小麦,Activity,0,1,[+Durative],[+Dynamic]
重复过去当苏联同南斯拉夫关系不好的时候曾经风行一时的那些对苏联的攻击,Activity,1,0,[+Durative],[+Dynamic]
主持,Activity,1,0,[+Durative],[+Dynamic]
主持工厂,Activity,1,0,[+Durative],[+Dynamic]
主持一个大国元首的欢迎仪式,Activity,0,1,[+Durative],[+Dynamic]
煮饭,Activity,1,1,[+Durative],[+Dynamic]
嘱咐他,Activity,1,0,[+Durative],[+Dynamic]
嘱咐她“一失足成千古恨”,Activity,1,0,[+Durative],[+Dynamic]
住,Activity,1,0,[+Durative],[+Dynamic]
住院,Activity,4,0,[+Durative],[+Dynamic]
注视什么,Activity,1,0,[+Durative],[+Dynamic]
注视他、支持他、期待他、鞭策他,Activity,1,0,[+Durative],[+Dynamic]
注视他的衣袋,Activity,0,1,[+Durative],[+Dynamic]
注视她,Activity,1,0,[+Durative],[+Dynamic]
注视我与叮噹,Activity,1,0,[+Durative],[+Dynamic]
注视远远的什么东西,Activity,1,0,[+Durative],[+Dynamic]
注视这次新民主主义青年团成立大会的经过与结果,Activity,1,0,[+Durative],[+Dynamic]
注意解决,Activity,1,0,[+Durative],[+Dynamic]
注意老齐,Activity,1,0,[+Durative],[+Dynamic]
注意他,Activity,3,0,[+Durative],[+Dynamic]
注意我们,Activity,1,0,[+Durative],[+Dynamic]
注意这次火山爆发会不会诱发地震和大喷火,Activity,0,1,[+Durative],[+Dynamic]
注意这种具体的组织工作,Activity,0,1,[+Durative],[+Dynamic]
祝贺乔迁之喜,Activity,0,1,[+Durative],[+Dynamic]
抓,Activity,1,0,[+Durative],[+Dynamic]
抓车,Activity,0,1,[+Durative],[+Dynamic]
抓经济建设,Activity,0,1,[+Durative],[+Dynamic]
抓内贼,Activity,1,0,[+Durative],[+Dynamic]
抓全社抗旱救灾的问题,Activity,0,1,[+Durative],[+Dynamic]
抓人,Activity,2,1,[+Durative],[+Dynamic]
抓他的心,Activity,1,0,[+Durative],[+Dynamic]
抓她,Activity,1,0,[+Durative],[+Dynamic]
抓鱼,Activity,0,1,[+Durative],[+Dynamic]
转,Activity,8,0,[+Durative],[+Dynamic]
转啊转,Activity,1,0,[+Durative],[+Dynamic]
转变,Transition,2,3,[+Durative],[+Dynamic]
转变机制、深化改革,Transition,0,1,[+Durative],[+Dynamic]
转变经济生活,Transition,0,1,[+Durative],[+Dynamic]
转变为创新生态环境的竞争,Transition,0,1,[+Durative],[+Dynamic]
转化为激昂高亢的精神力量,Transition,0,1,[+Durative],[+Dynamic]
转化为治理效能,Transition,0,1,[+Durative],[+Dynamic]
转圈,Activity,1,0,[+Durative],[+Dynamic]
转入防御,Transition,0,1,[+Durative],[+Dynamic]
转入战略反攻,Transition,0,1,[+Durative],[+Dynamic]
转身,Activity,0,2,[+Durative],[+Dynamic]
转甚么顽皮的念头,Activity,1,0,[+Durative],[+Dynamic]
转弯,Activity,4,0,[+Durative],[+Dynamic]
转些什么念头,Activity,1,0,[+Durative],[+Dynamic]
转移,Activity,2,0,[+Durative],[+Dynamic]
转移到亚洲,Transition,0,1,[+Durative],[+Dynamic]
转移营地,Activity,0,1,[+Durative],[+Dynamic]
赚钱,Activity,3,0,[+Durative],[+Dynamic]
装病,Activity,1,0,[+Durative],[+Dynamic]
装菜蔬上船,Activity,1,0,[+Durative],[+Dynamic]
装货,Activity,1,1,[+Durative],[+Dynamic]
装傻,State,1,0,[+Durative],[-Dynamic]
装树木,Activity,0,1,[+Durative],[+Dynamic]
装蒜,State,1,0,[+Durative],[-Dynamic]
装运上船,Activity,0,1,[+Durative],[+Dynamic]
撞我,Activity,1,0,[+Durative],[+Dynamic]
追赶,Activity,5,5,[+Durative],[+Dynamic]
追赶“申花”,Activity,0,1,[+Durative],[+Dynamic]
追赶世界,Activity,0,1,[+Durative],[+Dynamic]
追赶他,Activity,1,0,[+Durative],[+Dynamic]
追赶一只雪白雪白的像鸽子那样大的一只小鸟,Activity,0,1,[+Durative],[+Dynamic]
追你,Activity,4,0,[+Durative],[+Dynamic]
追求,Activity,2,0,[+Durative],[+Dynamic]
追求‘效用最小化’,Activity,1,0,[+Durative],[+Dynamic]
追求另一种境界,Activity,1,0,[+Durative],[+Dynamic]
追求美和善,Activity,1,0,[+Durative],[+Dynamic]
追求你,Activity,1,0,[+Durative],[+Dynamic]
追求他们黑甜乡的滋味,Activity,1,0,[+Durative],[+Dynamic]
追求我,Activity,1,0,[+Durative],[+Dynamic]
追求新的战争,Activity,0,1,[+Durative],[+Dynamic]
追求一个人,Activity,0,1,[+Durative],[+Dynamic]
追求一种高质量的生活,Activity,1,0,[+Durative],[+Dynamic]
追求一种与歌词的意境相吻合的表达方式,Activity,1,0,[+Durative],[+Dynamic]
追求这个姑娘,Activity,1,0,[+Durative],[+Dynamic]
追求自由,Activity,1,0,[+Durative],[+Dynamic]
追他,Activity,1,0,[+Durative],[+Dynamic]
追他们,Activity,0,1,[+Durative],[+Dynamic]
追她,Activity,2,0,[+Durative],[+Dynamic]
追我,Activity,1,0,[+Durative],[+Dynamic]
准备,Activity,4,1,[+Durative],[+Dynamic]
准备“行灶”和丝车,Activity,1,0,[+Durative],[+Dynamic]
准备把飞机也运送回台湾去,Activity,0,1,[+Durative],[+Dynamic]
准备把过去张正典的一些活动来质问他,Activity,0,1,[+Durative],[+Dynamic]
准备搬家,Activity,1,0,[+Durative],[+Dynamic]
准备表示自己同中国人民亲密无间、休戚与共的关系,Activity,1,0,[+Durative],[+Dynamic]
准备材料,Activity,0,1,[+Durative],[+Dynamic]
准备参加第三十五届世界乒乓球赛,Activity,0,1,[+Durative],[+Dynamic]
准备参加支委会,Activity,1,0,[+Durative],[+Dynamic]
准备春耕,Activity,1,1,[+Durative],[+Dynamic]
准备大选,Activity,1,0,[+Durative],[+Dynamic]
准备当天晚上的晚会,Activity,0,1,[+Durative],[+Dynamic]
准备抵抗日本,Activity,0,1,[+Durative],[+Dynamic]
准备对冲向岸边的鬼子进行抵抗,Activity,1,0,[+Durative],[+Dynamic]
准备对古巴共和国发动一次新的军事进攻,Activity,0,1,[+Durative],[+Dynamic]
准备发言,Activity,0,1,[+Durative],[+Dynamic]
准备高考,Activity,1,0,[+Durative],[+Dynamic]
准备跟中国作战,Activity,0,1,[+Durative],[+Dynamic]
准备和王治郅的解放军队比赛,Activity,0,1,[+Durative],[+Dynamic]
准备后事,Activity,1,0,[+Durative],[+Dynamic]
准备互相开撕战,Activity,1,0,[+Durative],[+Dynamic]
准备婚礼,Activity,0,1,[+Durative],[+Dynamic]
准备纪念攻打蒙卡达兵营九周年的活动,Activity,0,1,[+Durative],[+Dynamic]
准备继续听他的朗诵,Activity,1,0,[+Durative],[+Dynamic]
准备将水分配到更需要的村子去,Activity,0,1,[+Durative],[+Dynamic]
准备接班,Activity,1,0,[+Durative],[+Dynamic]
准备进攻上海,Activity,1,0,[+Durative],[+Dynamic]
准备进行片面选举,Activity,0,1,[+Durative],[+Dynamic]
准备进一步广泛展开对北极的科学考察工作,Activity,0,1,[+Durative],[+Dynamic]
准备开农民大会,Activity,1,0,[+Durative],[+Dynamic]
准备扩大,Activity,0,1,[+Durative],[+Dynamic]
准备离开大桥区,Activity,0,1,[+Durative],[+Dynamic]
准备炼一炉合金钢,Activity,0,1,[+Durative],[+Dynamic]
准备隆重欢迎国宾,Activity,0,1,[+Durative],[+Dynamic]
准备卖企业,Activity,1,0,[+Durative],[+Dynamic]
准备密码本子,Activity,0,1,[+Durative],[+Dynamic]
准备灭亡的条件,Activity,1,0,[+Durative],[+Dynamic]
准备泡茶,Activity,1,0,[+Durative],[+Dynamic]
准备迁往香港等地,Activity,0,1,[+Durative],[+Dynamic]
准备热烈欢迎大平首相一行访问,Activity,0,1,[+Durative],[+Dynamic]
准备上床睡觉,Activity,0,1,[+Durative],[+Dynamic]
准备盛大酒宴,Activity,1,0,[+Durative],[+Dynamic]
准备收割,Activity,1,0,[+Durative],[+Dynamic]
准备树苗和树籽,Activity,0,1,[+Durative],[+Dynamic]
准备送给斯大林的礼物,Activity,0,1,[+Durative],[+Dynamic]
准备送给她的生日礼物,Activity,2,0,[+Durative],[+Dynamic]
准备投降,Activity,0,1,[+Durative],[+Dynamic]
准备为其父办七十大寿,Activity,0,1,[+Durative],[+Dynamic]
准备为中国生产三十三万千瓦的气轮发电机和三套生产水泥的设备,Activity,0,1,[+Durative],[+Dynamic]
准备下一年再考,Activity,0,1,[+Durative],[+Dynamic]
准备写,Activity,1,0,[+Durative],[+Dynamic]
准备行动,Activity,0,1,[+Durative],[+Dynamic]
准备行装,Activity,0,1,[+Durative],[+Dynamic]
准备选村长,Activity,0,1,[+Durative],[+Dynamic]
准备一个内容丰富的展览会,Activity,0,1,[+Durative],[+Dynamic]
"准备一吐他们的
离情别绪",Activity,1,0,[+Durative],[+Dynamic]
准备以新的成就来庆祝斯大林的七十诞辰,Activity,0,1,[+Durative],[+Dynamic]
准备与苏联合作,Activity,1,0,[+Durative],[+Dynamic]
准备再次开火射击,Activity,0,1,[+Durative],[+Dynamic]
准备再来一个一百辆车运动,Activity,0,1,[+Durative],[+Dynamic]
准备在港开设,Activity,0,1,[+Durative],[+Dynamic]
准备战斗,Activity,0,1,[+Durative],[+Dynamic]
准备战争,Activity,0,1,[+Durative],[+Dynamic]
准备召开,Activity,0,1,[+Durative],[+Dynamic]
准备这一进攻,Activity,1,0,[+Durative],[+Dynamic]
准备争夺世锦赛冠军,Activity,0,1,[+Durative],[+Dynamic]
准备重建架构,Activity,0,1,[+Durative],[+Dynamic]
准备祝贺斯大林七十大寿的礼物,Activity,0,1,[+Durative],[+Dynamic]
准备最终的一战,Activity,1,0,[+Durative],[+Dynamic]
捉迷藏,Activity,3,0,[+Durative],[+Dynamic]
捉虱,Activity,1,0,[+Durative],[+Dynamic]
总结检验,Activity,1,0,[+Durative],[+Dynamic]
总结今年抗旱斗争的经验,Activity,0,1,[+Durative],[+Dynamic]
总结开放市场销售水泥的经验,Activity,0,1,[+Durative],[+Dynamic]
总结武汉市的初步经验制订规划,Activity,0,1,[+Durative],[+Dynamic]
总结正反两方面的实践经验,Activity,1,0,[+Durative],[+Dynamic]
走,Activity,29,6,[+Durative],[+Dynamic]
走出地震的阴影,Transition,0,1,[+Durative],[+Dynamic]
走出来,Transition,0,1,[+Durative],[+Dynamic]
走出粮食供应丰富期,Transition,0,1,[+Durative],[+Dynamic]
走出一条计划生育的行政管理与群众工作相结合，人口与经济、社会、环境、资源协调发展的新路子,Transition,0,1,[+Durative],[+Dynamic]
走到另一个相同的时代,Transition,1,0,[+Durative],[+Dynamic]
走过场,Activity,1,0,[+Durative],[+Dynamic]
走过来,Transition,0,1,[+Durative],[+Dynamic]
走黑运,Activity,1,0,[+Durative],[+Dynamic]
走进普通人的日常生活,Transition,0,1,[+Durative],[+Dynamic]
走路,Activity,3,4,[+Durative],[+Dynamic]
走路，放羊,Activity,1,0,[+Durative],[+Dynamic]
走平衡木,Activity,1,0,[+Durative],[+Dynamic]
走签字流程,Activity,0,1,[+Durative],[+Dynamic]
走全盘西化的路,Activity,1,0,[+Durative],[+Dynamic]
走入百姓家,Transition,0,1,[+Durative],[+Dynamic]
走商业化道路,Activity,1,0,[+Durative],[+Dynamic]
走上国家建设工作岗位,Transition,0,1,[+Durative],[+Dynamic]
走上具有自己特色的发展道路,Transition,0,1,[+Durative],[+Dynamic]
走上主席台,Transition,0,1,[+Durative],[+Dynamic]
走我的路,Activity,1,0,[+Durative],[+Dynamic]
走希特勒的老路,Activity,0,1,[+Durative],[+Dynamic]
走希特勒侵略老路,Activity,0,1,[+Durative],[+Dynamic]
走下坡路,Activity,2,1,[+Durative],[+Dynamic]
走自己的必由之路,Activity,1,0,[+Durative],[+Dynamic]
